"state","puma12","cbsa20","stab","CBSAName20","PUMA12name","pop20","afact2","afact"
"State code","PUMA (2012)","Core-based statistical area code","State abbr.","2020 CBSA name","PUMA12 name","Total population (2020 Census)","cbsa20-to-puma12 allocation factor","puma12-to-cbsa20 allocation factor"
"48","05500","99999","TX","[not in a CBSA]","Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties",89503,0.005,0.6119 
"48","05600","38920","TX","Port Lavaca, TX","Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties",20106,1,0.1804 
"48","05600","47020","TX","Victoria, TX","Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties",91319,0.9287,0.8195 
"48","05600","99999","TX","[not in a CBSA]","Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties",9,0,0.0001 
"48","05700","41700","TX","San Antonio-New Braunfels, TX","Alamo Area COG (Northeast)--Guadalupe County",172583,0.0675,1 
"48","05800","41700","TX","San Antonio-New Braunfels, TX","Alamo Area COG (Northeast)--Comal County",161501,0.0631,1 
"48","05901","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Central)",102356,0.04,1 
"48","05902","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Northeast)--Inside Loop I-410",122410,0.0479,1 
"48","05903","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Southeast)--Inside Loop I-410",116098,0.0454,1 
"48","05904","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Northwest)--Inside Loop I-410",99494,0.0389,1 
"48","05905","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (West)--Inside Loop I-410",114681,0.0448,1 
"48","05906","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Southwest)--Inside Loop I-410",117431,0.0459,1 
"48","05907","41700","TX","San Antonio-New Braunfels, TX","Bexar County (South)--San Antonio City (Far South)",156318,0.0611,1 
"48","05908","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (West)--Between Loop TX-1604 & Loop I-410",125562,0.0491,1 
"48","05909","41700","TX","San Antonio-New Braunfels, TX","San Antonio (Northwest) & Leon Valley Cities",108498,0.0424,1 
"48","05910","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410",121676,0.0476,1 
"48","05911","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (North), Hollywood Park Town & Shavano Park City",120615,0.0471,1 
"48","05912","41700","TX","San Antonio-New Braunfels, TX","San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410",104481,0.0408,1 
"48","05913","41700","TX","San Antonio-New Braunfels, TX","San Antonio (Northeast), Kirby & Windcrest Cities",123467,0.0483,1 
"48","05914","41700","TX","San Antonio-New Braunfels, TX","Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities",194945,0.0762,1 
"48","05915","41700","TX","San Antonio-New Braunfels, TX","Bexar County (North)--San Antonio City (Far North) & Timberwood Park",149097,0.0583,1 
"48","05916","41700","TX","San Antonio-New Braunfels, TX","Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",132318,0.0517,1 
"48","06000","23240","TX","Fredericksburg, TX","Alamo Area COG (Northwest) & Blanco County",26725,1,0.198 
"48","06000","28500","TX","Kerrville, TX","Alamo Area COG (Northwest) & Blanco County",52598,1,0.3897 
"48","06000","41700","TX","San Antonio-New Braunfels, TX","Alamo Area COG (Northwest) & Blanco County",44279,0.0173,0.3281 
"48","06000","99999","TX","[not in a CBSA]","Alamo Area COG (Northwest) & Blanco County",11374,0.0006,0.0843 
"48","06100","37770","TX","Pearsall, TX","Alamo Area COG (Southwest)",18385,1,0.1323 
"48","06100","41700","TX","San Antonio-New Braunfels, TX","Alamo Area COG (Southwest)",120579,0.0471,0.8677 
"48","06200","19620","TX","Del Rio, TX","Middle Rio Grande Development Council",47586,1,0.2932 
"48","06200","20580","TX","Eagle Pass, TX","Middle Rio Grande Development Council",57887,1,0.3567 
"48","06200","41700","TX","San Antonio-New Braunfels, TX","Middle Rio Grande Development Council",1,0,0 
"48","06200","46620","TX","Uvalde, TX","Middle Rio Grande Development Council",24564,1,0.1514 
"48","06200","99999","TX","[not in a CBSA]","Middle Rio Grande Development Council",32258,0.0018,0.1988 
"48","06301","29700","TX","Laredo, TX","South Texas Development Council (North)--Webb County--Laredo City (Central)",123570,0.4626,1 
"48","06302","29700","TX","Laredo, TX","South Texas Development Council--Webb County (North & East)--Laredo City (Outer)",143544,0.5374,1 
"48","06400","10860","TX","Alice, TX","South Texas Development Council (South) & Coastal Bend COG (West)",9831,0.2018,0.0924 
"48","06400","40100","TX","Rio Grande City-Roma, TX","South Texas Development Council (South) & Coastal Bend COG (West)",65920,1,0.6195 
"48","06400","49820","TX","Zapata, TX","South Texas Development Council (South) & Coastal Bend COG (West)",13889,1,0.1305 
"48","06400","99999","TX","[not in a CBSA]","South Texas Development Council (South) & Coastal Bend COG (West)",16773,0.0009,0.1576 
"48","06500","13300","TX","Beeville, TX","Coastal Bend COG (Northeast)",31047,1,0.2381 
"48","06500","18580","TX","Corpus Christi, TX","Coastal Bend COG (Northeast)",68755,0.163,0.5274 
"48","06500","40530","TX","Rockport, TX","Coastal Bend COG (Northeast)",23830,1,0.1828 
"48","06500","99999","TX","[not in a CBSA]","Coastal Bend COG (Northeast)",6741,0.0004,0.0517 
"48","06601","18580","TX","Corpus Christi, TX","Coastal Bend COG--Nueces County--Corpus Christi City (Outer)",132566,0.3142,1 
"48","06602","18580","TX","Corpus Christi, TX","Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central)",106330,0.252,1 
"48","06603","18580","TX","Corpus Christi, TX","Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central)",114282,0.2709,1 
"48","06701","15180","TX","Brownsville-Harlingen, TX","Cameron County (East)--Brownsville City (North)",124006,0.2945,1 
"48","06702","15180","TX","Brownsville-Harlingen, TX","Cameron County (West)--Harlingen & San Benito Cities",150693,0.3579,1 
"48","06703","15180","TX","Brownsville-Harlingen, TX","Cameron County (South)--Brownsville City (Central)",146318,0.3475,1 
"48","06801","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (Southeast)--Weslaco & Mercedes Cities",110324,0.1267,1 
"48","06802","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (East)--Alamo & Donna Cities",119470,0.1372,1 
"48","06803","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",133846,0.1537,1 
"48","06804","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (North Central)--Edinburg City",132445,0.1521,1 
"48","06805","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (Central)--McAllen City",139627,0.1603,1 
"48","06806","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (Southwest)--Mission City",114104,0.131,1 
"48","06807","32580","TX","McAllen-Edinburg-Mission, TX","Hidalgo County (North & West)",120965,0.1389,1 
"48","06900","10860","TX","Alice, TX","Coastal Bend COG (Southeast) & Willacy County",38891,0.7982,0.3988 
"48","06900","28780","TX","Kingsville, TX","Coastal Bend COG (Southeast) & Willacy County",31390,1,0.3219 
"48","06900","39700","TX","Raymondville, TX","Coastal Bend COG (Southeast) & Willacy County",20164,1,0.2068 
"48","06900","99999","TX","[not in a CBSA]","Coastal Bend COG (Southeast) & Willacy County",7076,0.0004,0.0726 
"49","03001","30860","UT","Logan, UT-ID","Tooele & Box Elder Counties",13,0.0001,0.0001 
"49","03001","36260","UT","Ogden-Clearfield, UT","Tooele & Box Elder Counties",57533,0.0828,0.4418 
"49","03001","41620","UT","Salt Lake City, UT","Tooele & Box Elder Counties",72689,0.0578,0.5581 
"49","05001","25720","UT","Heber, UT","Cache, Summit, Morgan & Rich Counties",42133,0.5462,0.2219 
"49","05001","30860","UT","Logan, UT-ID","Cache, Summit, Morgan & Rich Counties",133141,0.9036,0.7012 
"49","05001","36260","UT","Ogden-Clearfield, UT","Cache, Summit, Morgan & Rich Counties",12101,0.0174,0.0637 
"49","05001","99999","UT","[not in a CBSA]","Cache, Summit, Morgan & Rich Counties",2510,0.0001,0.0132 
"49","11001","36260","UT","Ogden-Clearfield, UT","Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities",234708,0.3378,1 
"49","11002","36260","UT","Ogden-Clearfield, UT","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",129110,0.1858,0.9999 
"49","11002","41620","UT","Salt Lake City, UT","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",13,0,0.0001 
"49","13001","25720","UT","Heber, UT","Southeast Utah & Uintah Basin Region",35012,0.4538,0.2405 
"49","13001","39220","UT","Price, UT","Southeast Utah & Uintah Basin Region",20412,1,0.1402 
"49","13001","46860","UT","Vernal, UT","Southeast Utah & Uintah Basin Region",35620,1,0.2447 
"49","13001","99999","UT","[not in a CBSA]","Southeast Utah & Uintah Basin Region",54525,0.003,0.3746 
"49","21001","16260","UT","Cedar City, UT","Southwest & South Central Utah (Outside Washington County)--Cedar City",57289,1,0.3668 
"49","21001","39340","UT","Provo-Orem, UT","Southwest & South Central Utah (Outside Washington County)--Cedar City",11786,0.0176,0.0755 
"49","21001","41100","UT","St. George, UT","Southwest & South Central Utah (Outside Washington County)--Cedar City",484,0.0027,0.0031 
"49","21001","99999","UT","[not in a CBSA]","Southwest & South Central Utah (Outside Washington County)--Cedar City",86642,0.0048,0.5547 
"49","35001","41620","UT","Salt Lake City, UT","Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna",111934,0.089,1 
"49","35002","41620","UT","Salt Lake City, UT","Salt Lake County (Northeast)--Salt Lake City (East)",127665,0.1015,1 
"49","35003","41620","UT","Salt Lake City, UT","Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns",110863,0.0881,1 
"49","35004","41620","UT","Salt Lake City, UT","Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities",127411,0.1013,1 
"49","35005","41620","UT","Salt Lake City, UT","Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek",155686,0.1238,1 
"49","35006","41620","UT","Salt Lake City, UT","Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities",153437,0.122,1 
"49","35007","41620","UT","Salt Lake City, UT","Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities",175421,0.1395,1 
"49","35008","41620","UT","Salt Lake City, UT","Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",109098,0.0867,1 
"49","35009","39340","UT","Provo-Orem, UT","Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities",925,0.0014,0.0081 
"49","35009","41620","UT","Salt Lake City, UT","Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities",112580,0.0895,0.9919 
"49","49001","39340","UT","Provo-Orem, UT","Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",172043,0.2563,0.998 
"49","49001","41620","UT","Salt Lake City, UT","Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",340,0.0003,0.002 
"49","49002","39340","UT","Provo-Orem, UT","Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",193175,0.2878,1 
"49","49003","39340","UT","Provo-Orem, UT","Utah County (Central)--Provo City",114280,0.1703,1 
"49","49004","39340","UT","Provo-Orem, UT","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",178976,0.2667,0.9952 
"49","49004","41620","UT","Salt Lake City, UT","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",799,0.0006,0.0044 
"49","49004","99999","UT","[not in a CBSA]","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",56,0,0.0003 
"49","53001","41100","UT","St. George, UT","Washington County--St. George City",179795,0.9973,1 
"49","57001","36260","UT","Ogden-Clearfield, UT","Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",155194,0.2233,1 
"49","57002","36260","UT","Ogden-Clearfield, UT","Weber County (East)--Ogden (Southeast) & South Ogden Cities",106217,0.1529,1 
"50"," ","99999","VT","[not in a CBSA]","50",1,0,1 
"50","00100","15540","VT","Burlington-South Burlington, VT","Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City",225299,0.9988,0.9985 
"50","00100","99999","VT","[not in a CBSA]","Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City",348,0,0.0015 
"50","00200","12740","VT","Barre, VT","Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",59780,0.9995,0.4005 
"50","00200","15540","VT","Burlington-South Burlington, VT","Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",252,0.0011,0.0017 
"50","00200","30100","VT","Lebanon, NH-VT","Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",89,0.0004,0.0006 
"50","00200","99999","VT","[not in a CBSA]","Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",89143,0.005,0.5972 
"50","00300","12740","VT","Barre, VT","Southeast Vermont--Windsor, Windham & Orange Counties",27,0.0005,0.0002 
"50","00300","13540","VT","Bennington, VT","Southeast Vermont--Windsor, Windham & Orange Counties",91,0.0024,0.0007 
"50","00300","30100","VT","Lebanon, NH-VT","Southeast Vermont--Windsor, Windham & Orange Counties",86797,0.3924,0.6536 
"50","00300","99999","VT","[not in a CBSA]","Southeast Vermont--Windsor, Windham & Orange Counties",45882,0.0026,0.3455 
"50","00400","13540","VT","Bennington, VT","Southwest Vermont--Rutland, Bennington & Addison Counties",37256,0.9976,0.2752 
"50","00400","15540","VT","Burlington-South Burlington, VT","Southwest Vermont--Rutland, Bennington & Addison Counties",11,0,0.0001 
"50","00400","30100","VT","Lebanon, NH-VT","Southwest Vermont--Rutland, Bennington & Addison Counties",144,0.0007,0.0011 
"50","00400","40860","VT","Rutland, VT","Southwest Vermont--Rutland, Bennington & Addison Counties",60572,1,0.4475 
"50","00400","99999","VT","[not in a CBSA]","Southwest Vermont--Rutland, Bennington & Addison Counties",37385,0.0021,0.2762 
"51","01301","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Arlington County (North)",118503,0.0186,1 
"51","01302","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Arlington County (South)",119302,0.0187,1 
"51","04101","40060","VA","Richmond, VA","Chesterfield County (East)--James River Region",118293,0.09,1 
"51","04102","40060","VA","Richmond, VA","Chesterfield County (Central)--Chester & Rockwood",125079,0.0952,1 
"51","04103","40060","VA","Richmond, VA","Chesterfield County (West)--Brandermill & Woodlake",123192,0.0937,1 
"51","10701","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village)",112195,0.0176,1 
"51","10702","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport",154069,0.0241,1 
"51","10703","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Loudoun County (West & South)--Leesburg Town",150816,0.0236,1 
"51","51010","13720","VA","Big Stone Gap, VA","LENOWISCO & Cumberland Plateau Planning District Commissions",39817,1,0.216 
"51","51010","14140","VA","Bluefield, WV-VA","LENOWISCO & Cumberland Plateau Planning District Commissions",40429,0.3801,0.2193 
"51","51010","28700","VA","Kingsport-Bristol, TN-VA","LENOWISCO & Cumberland Plateau Planning District Commissions",21643,0.0704,0.1174 
"51","51010","99999","VA","[not in a CBSA]","LENOWISCO & Cumberland Plateau Planning District Commissions",82449,0.0046,0.4473 
"51","51020","13980","VA","Blacksburg-Christiansburg, VA","Mount Rogers Planning District Commission",14,0.0001,0.0001 
"51","51020","14140","VA","Bluefield, WV-VA","Mount Rogers Planning District Commission",6270,0.0589,0.0336 
"51","51020","28700","VA","Kingsport-Bristol, TN-VA","Mount Rogers Planning District Commission",71087,0.2311,0.3815 
"51","51020","99999","VA","[not in a CBSA]","Mount Rogers Planning District Commission",108982,0.0061,0.5848 
"51","51040","13980","VA","Blacksburg-Christiansburg, VA","New River Valley Planning District Commission",165644,0.9956,0.9124 
"51","51040","40220","VA","Roanoke, VA","New River Valley Planning District Commission",144,0.0005,0.0008 
"51","51040","99999","VA","[not in a CBSA]","New River Valley Planning District Commission",15767,0.0009,0.0868 
"51","51044","40220","VA","Roanoke, VA","Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",135057,0.4284,1 
"51","51045","13980","VA","Blacksburg-Christiansburg, VA","Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities)",720,0.0043,0.0036 
"51","51045","40220","VA","Roanoke, VA","Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities)",180040,0.5711,0.8917 
"51","51045","99999","VA","[not in a CBSA]","Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities)",21145,0.0012,0.1047 
"51","51080","25500","VA","Harrisonburg, VA","Central Shenandoah Planning District Commission (Southwest)",398,0.0029,0.0024 
"51","51080","31340","VA","Lynchburg, VA","Central Shenandoah Planning District Commission (Southwest)",16,0.0001,0.0001 
"51","51080","44420","VA","Staunton, VA","Central Shenandoah Planning District Commission (Southwest)",125433,1,0.7442 
"51","51080","99999","VA","[not in a CBSA]","Central Shenandoah Planning District Commission (Southwest)",42698,0.0024,0.2533 
"51","51084","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Northern Shenandoah Valley Regional Commission (North)",14968,0.0023,0.1113 
"51","51084","49020","VA","Winchester, VA-WV","Northern Shenandoah Valley Regional Commission (North)",119518,0.8379,0.8887 
"51","51085","25500","VA","Harrisonburg, VA","Northern Shenandoah Valley Regional Commission (South)",296,0.0022,0.0027 
"51","51085","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Northern Shenandoah Valley Regional Commission (South)",40567,0.0064,0.3744 
"51","51085","49020","VA","Winchester, VA-WV","Northern Shenandoah Valley Regional Commission (South)",21,0.0001,0.0002 
"51","51085","99999","VA","[not in a CBSA]","Northern Shenandoah Valley Regional Commission (South)",67471,0.0038,0.6227 
"51","51087","16820","VA","Charlottesville, VA","Rappahannock-Rapidan Regional Commission",1195,0.0054,0.0065 
"51","51087","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Rappahannock-Rapidan Regional Commission",146851,0.023,0.7998 
"51","51087","99999","VA","[not in a CBSA]","Rappahannock-Rapidan Regional Commission",35573,0.002,0.1937 
"51","51089","16820","VA","Charlottesville, VA","Thomas Jefferson Planning District Commission (South & East)",81790,0.3692,0.6817 
"51","51089","40060","VA","Richmond, VA","Thomas Jefferson Planning District Commission (South & East)",1685,0.0013,0.014 
"51","51089","99999","VA","[not in a CBSA]","Thomas Jefferson Planning District Commission (South & East)",36510,0.002,0.3043 
"51","51090","16820","VA","Charlottesville, VA","Thomas Jefferson Planning District Commission (North)",138294,0.6243,0.9986 
"51","51090","99999","VA","[not in a CBSA]","Thomas Jefferson Planning District Commission (North)",194,0,0.0014 
"51","51095","31340","VA","Lynchburg, VA","Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",125754,0.4807,0.9985 
"51","51095","40220","VA","Roanoke, VA","Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",10,0,0.0001 
"51","51095","99999","VA","[not in a CBSA]","Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",178,0,0.0014 
"51","51096","31340","VA","Lynchburg, VA","Virginias Region 2000 (South)--Campbell County & Lynchburg City",135823,0.5192,1 
"51","51097","19260","VA","Danville, VA","West Piedmont Planning District Commission",103091,1,0.5569 
"51","51097","32300","VA","Martinsville, VA","West Piedmont Planning District Commission",64433,1,0.348 
"51","51097","99999","VA","[not in a CBSA]","West Piedmont Planning District Commission",17608,0.001,0.0951 
"51","51105","40060","VA","Richmond, VA","Southside Planning District Commission & Commonwealth Regional Council",13265,0.0101,0.0733 
"51","51105","99999","VA","[not in a CBSA]","Southside Planning District Commission & Commonwealth Regional Council",167645,0.0093,0.9267 
"51","51110","25500","VA","Harrisonburg, VA","Central Shenandoah Planning District Commission (Northeast)",134877,0.9949,0.9969 
"51","51110","99999","VA","[not in a CBSA]","Central Shenandoah Planning District Commission (Northeast)",419,0,0.0031 
"51","51115","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","George Washington Regional Commission (North)",184725,0.0289,0.9977 
"51","51115","99999","VA","[not in a CBSA]","George Washington Regional Commission (North)",426,0,0.0023 
"51","51120","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","George Washington Regional Commission (South)",139833,0.0219,0.7089 
"51","51120","99999","VA","[not in a CBSA]","George Washington Regional Commission (South)",57422,0.0032,0.2911 
"51","51125","40060","VA","Richmond, VA","Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",6608,0.005,0.0386 
"51","51125","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",47244,0.0263,0.2762 
"51","51125","99999","VA","[not in a CBSA]","Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",117211,0.0065,0.6852 
"51","51135","40060","VA","Richmond, VA","Crater Planning District Commission",156635,0.1192,0.8685 
"51","51135","99999","VA","[not in a CBSA]","Crater Planning District Commission",23718,0.0013,0.1315 
"51","51145","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",159106,0.0884,1 
"51","51154","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Norfolk City (Northeast)",221026,0.1228,1 
"51","51155","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Portsmouth & Norfolk (Southwest) Cities",114924,0.0639,1 
"51","51164","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach City (North)",148851,0.0827,1 
"51","51165","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach City (Central)",179669,0.0998,1 
"51","51167","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach City (South)",130621,0.0726,1 
"51","51175","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Newport News City",181719,0.101,1 
"51","51186","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Hampton City",137645,0.0765,1 
"51","51206","40060","VA","Richmond, VA","James City, York Counties, Williamsburg & Poquoson Cities",58,0,0.0003 
"51","51206","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","James City, York Counties, Williamsburg & Poquoson Cities",180215,0.1001,0.9997 
"51","51215","16820","VA","Charlottesville, VA","Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",245,0.0011,0.0012 
"51","51215","40060","VA","Richmond, VA","Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",211532,0.1609,0.9932 
"51","51215","99999","VA","[not in a CBSA]","Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",1206,0.0001,0.0057 
"51","51224","40060","VA","Richmond, VA","Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen",152928,0.1163,1 
"51","51225","40060","VA","Richmond, VA","Henrico County (West)--Tuckahoe, Short Pump & Wyndham",181297,0.1379,1 
"51","51235","40060","VA","Richmond, VA","Richmond City",223862,0.1703,1 
"51","51244","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Prince William County (North & West)--Linton Hall & Gainesville",136968,0.0215,1 
"51","51245","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",135123,0.0212,1 
"51","51246","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge",270290,0.0423,1 
"51","51255","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Alexandria City",158516,0.0248,1 
"51","55001","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Chesapeake City (Northeast)",123681,0.0687,1 
"51","55002","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC","Chesapeake City (South & West)",126040,0.07,1 
"51","59301","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (East Central)--Annandale, West Falls Church & Baileys Crossroads",149903,0.0235,1 
"51","59302","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",131590,0.0206,1 
"51","59303","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Central) & Fairfax City--Burke",161257,0.0253,1 
"51","59304","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Southwest)--Centreville (Southeast) & Lorton",107883,0.0169,1 
"51","59305","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",125741,0.0197,1 
"51","59306","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",106290,0.0166,1 
"51","59307","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Northwest)--Reston (North) & Franklin Farm",176201,0.0276,1 
"51","59308","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Northeast)--McLean & Idylwood",123116,0.0193,1 
"51","59309","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West)",112830,0.0177,1 
"53","00100","30300","WA","Lewiston, ID-WA","5300100",5,0.0001,0.0287 
"53","00100","47460","WA","Walla Walla, WA","5300100",169,0.0027,0.9713 
"53","01316","38900","WA","Portland-Vancouver-Hillsboro, OR-WA","5301316",5,0,1 
"53","10100","13380","WA","Bellingham, WA","Whatcom County--Bellingham City",226757,0.9996,1 
"53","10200","13380","WA","Bellingham, WA","Skagit, Island & San Juan Counties",90,0.0004,0.0004 
"53","10200","34580","WA","Mount Vernon-Anacortes, WA","Skagit, Island & San Juan Counties",129462,0.9995,0.5522 
"53","10200","36020","WA","Oak Harbor, WA","Skagit, Island & San Juan Counties",86857,1,0.3705 
"53","10200","42660","WA","Seattle-Tacoma-Bellevue, WA","Skagit, Island & San Juan Counties",263,0.0001,0.0011 
"53","10200","48300","WA","Wenatchee, WA","Skagit, Island & San Juan Counties",1,0,0 
"53","10200","99999","WA","[not in a CBSA]","Skagit, Island & San Juan Counties",17788,0.001,0.0759 
"53","10300","21260","WA","Ellensburg, WA","Chelan & Douglas Counties",95,0.0021,0.0008 
"53","10300","34580","WA","Mount Vernon-Anacortes, WA","Chelan & Douglas Counties",61,0.0005,0.0005 
"53","10300","48300","WA","Wenatchee, WA","Chelan & Douglas Counties",121620,0.9968,0.9977 
"53","10300","99999","WA","[not in a CBSA]","Chelan & Douglas Counties",121,0,0.001 
"53","10400","44060","WA","Spokane-Spokane Valley, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",46483,0.0794,0.4265 
"53","10400","48300","WA","Wenatchee, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",21,0.0002,0.0002 
"53","10400","99999","WA","[not in a CBSA]","Stevens, Okanogan, Pend Oreille & Ferry Counties",62486,0.0035,0.5733 
"53","10501","44060","WA","Spokane-Spokane Valley, WA","Spokane County (North Central)--Spokane City (North)",137380,0.2345,1 
"53","10502","44060","WA","Spokane-Spokane Valley, WA","Spokane County (South Central)--Spokane City (South)",132194,0.2257,1 
"53","10503","44060","WA","Spokane-Spokane Valley, WA","Spokane County (East Central)--Greater Spokane Valley City",146504,0.2501,1 
